date, pm25, pm10, o3, no2, so2, co
2019/8/12, 89, 26, 2, 10, 2, 2
2019/8/13, 64, 30, 2, 8, 2, 2
2019/8/14, 75, 33, 2, 9, 2, 2
2019/8/15, 67, 58, 3, 12, 2, 3
2019/8/16, 112, 33, 1, 12, 2, 2
2019/8/17, 82, 33, 3, 9, 2, 2
2019/8/18, 85, 22, 3, 8, 2, 1
2019/8/19, 47, 29, 3, 7, 2, 2
2019/8/20, 68, 32, 3, 7, 2, 1
2019/8/21, 71, 47, 5, 9, 2, 2
2019/8/22, 94, 35, 3, 9, 2, 1
2019/8/23, 80, 32, 2, 12, 2, 3
2019/8/24, 81, 31, 2, 9, 2, 1
2019/8/25, 75, 22, 3, 8, 2, 2
2019/8/26, 61, 32, 3, 11, 2, 2
2019/8/27, 76, 40, 4, 10, 2, 2
2019/8/28, 95, 31, 3, 8, 2, 2
2019/8/29, 72, 37, 4, 8, 2, 2
2019/8/30, 78, 40, 4, 10, 2, 2
2019/8/31, 85, 50, 5, 11, 2, 3
2019/9/1, 108, 40, 3, 13, 2, 3
2019/9/2, 89, 27, 6, 7, 1, 3
2019/9/3, 74, 19, 7, 4, , 2
2019/9/4, 49, 19, 9, 4, 1, 1
2019/9/5, 52, 17, 8, 4, , 2
2019/9/6, 49, 15, 5, , 7, 1
2019/9/7, 41, 20, 6, , 1, 2
2019/9/8, 55, 31, 6, , 1, 2
2019/9/9, 73, 23, 14, , 1, 1
2019/9/10, 67, 29, 9, , 2, 3
2019/9/11, 71, 34, 6, 1, 2, 3
2019/9/12, 81, 23, 10, 2, 2, 2
2019/9/13, 56, 26, 13, 2, 2, 1
2019/9/14, 63, 33, 8, 2, 2, 1
2019/9/15, 78, 37, 11, 2, 2, 2
2019/9/16, 78, 26, 5, 2, 2, 1
2019/9/17, 62, 25, 8, 2, 2, 1
2019/9/18, 60, 33, 10, 2, 2, 2
2019/9/19, 80, 23, 8, 2, 2, 2
2019/9/20, 49, 26, 13, 2, 2, 2
2019/9/21, 58, 44, 21, 2, 3, 3
2019/9/22, 93, 33, 9, 2, 2, 4
2019/9/23, 72, 28, 4, 2, 2, 3
2019/9/24, 64, 16, 4, 2, 2, 2
2019/9/25, 41, 29, 5, 2, 2, 3
2019/9/26, 67, 27, 5, 2, 2, 2
2019/9/27, 63, 24, 5, 2, 2, 2
2019/9/28, 62, 17, 5, 2, 2, 1
2019/9/29, 49, 21, 8, , 2, 3
2019/9/30, 58, 42, 7, 21, 2, 4
2019/4/1, 122, 61, 26, 17, 3, 4
2019/4/2, 130, 73, 15, 13, 1, 3
2019/4/3, 153, 65, 15, 8, , 3
2019/4/4, 144, 67, 10, 8, , 3
2019/4/5, 147, 61, 13, 8, , 3
2019/4/6, 136, 48, 17, 10, , 3
2019/4/7, 117, 53, 20, 10, 2, 2
2019/4/8, 110, 77, 18, 16, 1, 4
2019/4/9, 144, 66, 8, 11, , 3
2019/4/10, 129, 71, 15, 11, , 4
2019/4/11, 151, 62, 13, 8, , 3
2019/4/12, 136, 64, 24, 11, , 3
2019/4/13, 131, 65, 19, 10, , 2
2019/4/14, 138, 78, 28, 10, 1, 3
2019/4/15, 144, 88, 31, 10, 1, 4
2019/4/16, 155, 114, 25, 9, 1, 2
2019/4/17, 171, 66, 26, 12, 3, 3
2019/4/18, 146, 61, 25, 14, 3, 2
2019/4/19, 114, 59, 36, 16, 4, 3
2019/4/20, 105, 97, 29, 14, 2, 2
2019/4/21, 140, 54, 22, 13, , 3
2019/4/22, 118, 55, 22, 11, 1, 2
2019/4/23, 112, 71, 19, 13, 1, 3
2019/4/24, 144, 55, 20, 8, , 2
2019/4/25, 107, 62, 19, 8, , 3
2019/4/26, 106, 71, 19, 9, , 3
2019/4/27, 132, 83, 41, 12, 2, 4
2019/4/28, 139, 83, 42, 12, 3, 2
2019/4/29, 138, 62, 25, 10, , 2
2019/4/30, 96, 41, 12, 8, , 2
2019/5/1, 75, 36, 8, 8, , 3
2019/5/2, 72, 30, 14, 8, , 2
2019/5/3, 67, 32, 11, 8, , 3
2019/5/4, 61, 59, 23, 11, , 4
2019/5/5, 100, 73, 48, 14, 2, 3
2019/5/6, 126, 83, 42, 14, 3, 3
2019/5/7, 146, 100, 47, 15, 4, 4
2019/5/8, 152, 109, 54, 15, 4, 5
2019/5/9, 160, 108, 45, 15, 4, 4
2019/5/10, 163, 92, 43, 10, 1, 4
2019/5/11, 153, 64, 26, 7, , 2
2019/5/12, 136, 96, 30, 8, , 5
2019/5/13, 140, 58, 29, 11, , 3
2019/5/14, 121, 51, 30, 9, , 2
2019/5/15, 116, 67, 42, 11, 1, 3
2019/5/16, 134, 74, 36, 10, 1, 3
2019/5/17, 137, 82, 39, 9, 1, 2
2019/5/18, 148, 78, 39, 10, 1, 4
2019/5/19, 147, 74, 33, 9, 1, 3
2019/5/20, 135, 68, 40, 9, 2, 3
2019/5/21, 129, 66, 14, 8, , 3
2019/5/22, 131, 50, 9, 7, , 2
2019/5/23, 95, 54, 21, 8, 1, 3
2019/5/24, 102, 59, 14, 10, , 3
2019/5/25, 123, 53, 30, 10, 1, 2
2019/5/26, 107, 63, 14, 8, , 2
2019/5/27, 120, 63, 13, 7, , 3
2019/5/28, 118, 58, 12, 9, , 3
2019/5/29, 114, 60, 13, 8, , 3
2019/5/30, 116, 60, 9, 10, , 3
2019/5/31, 109, 71, 20, 15, , 4
2019/6/1, 143, 52, 10, 7, , 2
2019/6/2, 100, 43, 12, 10, , 3
2019/6/3, 94, 59, 13, 12, , 4
2019/6/4, 128, 48, 8, 15, 1, 3
2019/6/5, 116, 33, 8, 9, , 2
2019/6/6, 85, 38, 7, 8, , 3
2019/6/7, 80, 53, 10, 9, 1, 3
2019/6/8, 112, 54, 13, 9, , 3
2019/6/9, 109, 59, 10, 6, , 2
2019/6/10, 114, 55, 11, 6, , 3
2019/6/11, 106, 63, 15, 8, , 4
2019/6/12, 122, 50, 16, 8, , 4
2019/6/13, 113, 65, 14, 7, , 4
2019/6/14, 141, 60, 16, 8, , 4
2019/6/15, 127, 57, 10, 8, , 3
2019/6/16, 95, 69, 12, 13, , 4
2019/6/17, 124, 75, 12, 10, , 3
2019/6/18, 142, 77, 9, 9, , 5
2019/6/19, 126, 72, 12, 11, , 3
2019/6/20, 151, 41, 7, 7, , 3
2019/6/21, 100, 25, 4, 4, , 2
2019/6/22, 64, 23, 3, 4, , 2
2019/6/23, 63, 38, 5, 3, 1, 2
2019/6/24, 84, 46, 10, 6, , 3
2019/6/25, 91, 42, 6, 5, 1, 4
2019/6/26, 75, 40, 5, 6, 1, 3
2019/6/27, 85, 47, 8, 6, 1, 3
2019/6/28, 95, 42, 9, 4, 1, 3
2019/6/29, 95, 60, 9, 5, 2, 4
2019/6/30, 131, 37, 4, 4, 1, 2
2019/1/1, 183, 119, 10, 29, 6, 10
2019/1/2, 187, 158, 11, 33, 8, 9
2019/1/3, 225, 140, 9, 32, 6, 9
2019/1/4, 203, 123, 9, 30, 4, 7
2019/1/5, 191, 103, 8, 29, 4, 9
2019/1/6, 172, 109, 6, 28, 4, 7
2019/1/7, 170, 101, 9, 22, 5, 6
2019/1/8, 165, 111, 11, 24, 7, 7
2019/1/9, 177, 112, 10, 27, 5, 7
2019/1/10, 176, 114, 10, 28, 5, 6
2019/1/11, 175, 116, 13, 30, 6, 9
2019/1/12, 182, 152, 14, 34, 8, 10
2019/1/13, 207, 144, 12, 29, 8, 7
2019/1/14, 207, 97, 7, 24, 7, 5
2019/1/15, 163, 97, 7, 26, 5, 7
2019/1/16, 159, 112, 7, 30, 7, 7
2019/1/17, 177, 123, 7, 29, 7, 7
2019/1/18, 180, 124, 7, 30, 6, 9
2019/1/19, 181, 131, 6, 32, 9, 9
2019/1/20, 187, 151, 8, 33, 9, 11
2019/1/21, 204, 180, 9, 30, 9, 10
2019/1/22, 232, 144, 13, 27, 10, 9
2019/1/23, 209, 105, 9, 17, 7, 5
2019/1/24, 170, 96, 9, 11, 4, 5
2019/1/25, 166, 96, 5, 10, 3, 4
2019/1/26, 167, 80, 7, 10, 2, 3
2019/1/27, 149, 68, 6, 10, 2, 2
2019/1/28, 141, 83, 8, 14, 4, 2
2019/1/29, 148, 85, 7, 21, 4, 4
2019/1/30, 142, 122, 9, 22, 5, 7
2019/1/31, 178, 111, 9, 27, 7, 6
2019/2/1, 185, 100, 7, 37, 10, 6
2019/2/2, 175, 112, 9, 36, 9, 7
2019/2/3, 188, 111, 5, 41, 4, 
2019/2/4, 184, 95, 10, 22, 8, 3
2019/2/5, 171, 110, 10, 14, 8, 8
2019/2/6, 180, 136, 8, 9, 11, 8
2019/2/7, 210, 117, 4, 11, 7, 5
2019/2/8, 190, 79, 4, 8, 2, 3
2019/2/9, 168, 74, 5, 6, 3, 2
2019/2/10, 146, 68, 6, 4, 2, 3
2019/2/11, 137, 75, 5, 2, 5, 4
2019/2/12, 155, 93, 5, 1, 5, 5
2019/2/13, 162, 99, 7, 1, 10, 6
2019/2/14, 175, 88, 5, 2, 5, 5
2019/2/15, 157, 39, 5, 1, 5, 4
2019/2/16, 85, 61, 5, 1, 4, 1
2019/2/17, 121, 88, 7, 1, 7, 4
2019/2/18, 150, 107, 6, 1, 11, 8
2019/2/19, 172, 105, 4, 1, 8, 4
2019/2/20, 170, 105, 29, 25, 9, 8
2019/2/21, 169, 129, 25, 79, 3, 9
2019/2/22, 201, 110, 8, 81, 2, 6
2019/2/23, 176, 70, 9, 95, 2, 4
2019/2/24, 140, 50, 18, 62, 2, 4
2019/2/25, 107, 56, 14, 14, 3, 3
2019/2/26, 130, 41, 5, 7, 1, 2
2019/2/27, 96, 46, 13, 12, 2, 3
2019/2/28, 96, 62, 23, 26, 4, 4
2019/3/1, 130, 80, 25, 31, 8, 6
2019/3/2, 164, 91, 19, 31, 11, 5
2019/3/3, 169, 78, 13, 24, 8, 4
2019/3/4, 157, 90, 12, 16, 3, 5
2019/3/5, 173, 88, 12, 20, 4, 5
2019/3/6, 161, 70, 12, 19, 6, 3
2019/3/7, 134, 79, 12, 22, 7, 3
2019/3/8, 149, 82, 11, 23, 9, 6
2019/3/9, 154, 105, 13, 25, 8, 6
2019/3/10, 177, 90, 12, 19, 7, 4
2019/3/11, 159, 109, 11, 28, 10, 6
2019/3/12, 178, 87, 13, 21, 3, 7
2019/3/13, 158, 105, 13, 22, 9, 6
2019/3/14, 175, 70, 9, 13, 2, 6
2019/3/15, 142, 54, 12, 18, 3, 8
2019/3/16, 119, 77, 12, 16, 5, 3
2019/3/17, 152, 64, 8, 14, 6, 6
2019/3/18, 114, 82, 13, 11, 6, 5
2019/3/19, 152, 105, 11, 7, 13, 7
2019/3/20, 166, 99, 10, 4, 13, 7
2019/3/21, 162, 70, 9, 2, 6, 7
2019/3/22, 130, 77, 10, 2, 10, 2
2019/3/23, 142, 101, 10, 2, 10, 5
2019/3/24, 162, 114, 8, 2, 10, 6
2019/3/25, 165, 106, 6, 1, 6, 5
2019/3/26, 154, 62, 7, 2, 3, 5
2019/3/27, 121, 81, 10, 2, 6, 6
2019/3/28, 159, 88, 13, 2, 4, 6
2019/3/29, 165, 71, 15, 7, , 3
2019/3/30, 153, 74, 14, 12, 2, 3
2019/3/31, 151, 60, 10, 11, , 2
2018/10/1, 154, 85, 40, 7, 10, 10
2018/10/2, 148, 91, 40, 9, 7, 7
2018/10/3, 154, 90, 34, 7, 3, 7
2018/10/4, 148, 89, 41, 6, 1, 5
2018/10/5, 162, 81, 36, 7, 3, 5
2018/10/6, 149, 104, 35, 7, 16, 6
2018/10/7, 168, 102, 48, 6, 5, 8
2018/10/8, 173, 104, 40, 2, 2, 8
2018/10/9, 172, 72, 56, 1, 2, 3
2018/10/10, 130, 20, 5, 1, , 1
2018/10/11, 52, 24, 8, 2, , 3
2018/10/12, 66, 26, 14, 1, , 2
2018/10/13, 66, 48, 12, , , 5
2018/10/14, 90, , , , , 
2018/10/16, 157, 102, 45, 21, 2, 11
2018/10/17, 174, 89, 58, 17, 1, 7
2018/10/18, 164, , , , , 
2018/10/20, 131, 93, 18, 17, 3, 7
2018/10/21, 168, 95, 23, 16, 4, 8
2018/10/22, 165, 87, 37, 15, 1, 5
2018/10/23, 162, 74, 22, 14, 4, 5
2018/10/24, 149, 94, 24, 28, 6, 7
2018/10/25, 160, 86, 21, 25, 6, 6
2018/10/26, 141, 78, 14, 28, 3, 6
2018/10/27, 139, 89, 21, 22, 3, 5
2018/10/28, 162, 61, 29, 16, 3, 5
2018/10/29, 118, 51, 11, 24, 1, 2
2018/10/30, 101, 58, 29, 27, 16, 11
2018/10/31, 133, 58, 12, 20, 1, 4
2018/11/1, 118, 76, 48, 23, 17, 9
2018/11/2, 143, 90, 13, 21, 2, 9
2018/11/3, 168, 84, 21, 19, 2, 9
2018/11/4, 164, 93, 17, 21, 2, 7
2018/11/5, 166, 95, 22, 21, 4, 6
2018/11/6, 171, 90, 25, 13, 2, 5
2018/11/7, 173, 108, 26, 20, 6, 10
2018/11/8, 191, 91, 22, 22, 6, 8
2018/11/9, 173, 89, 20, 22, 3, 8
2018/11/10, 168, 82, 15, 24, 4, 7
2018/11/11, 155, 105, 19, 31, 3, 8
2018/11/12, 175, 123, 21, 26, 4, 10
2018/11/13, 197, 140, 16, 28, 5, 13
2018/11/14, 199, 136, 36, 28, 4, 9
2018/11/15, 173, 120, 23, 28, 28, 13
2018/11/16, 158, 115, 19, 25, 4, 6
2018/11/17, 174, 101, 19, 27, 3, 7
2018/11/18, 168, 111, 36, 34, 4, 10
2018/11/19, 167, 127, 39, 43, 25, 12
2018/11/20, 184, 121, 31, 32, 3, 8
2018/11/21, 181, 103, 27, 25, 4, 7
2018/11/22, 161, 109, 50, 29, 6, 8
2018/11/23, 168, 111, 16, 26, 6, 8
2018/11/24, 171, 100, 16, 23, 7, 8
2018/11/25, 163, 110, 31, 27, 7, 8
2018/11/26, 169, 80, 10, 24, 5, 7
2018/11/27, 138, 82, 11, 21, 3, 5
2018/11/28, 143, 98, 14, 22, 5, 8
2018/11/29, 158, 100, 13, 24, 6, 5
2018/11/30, 161, 94, 13, 23, 3, 7
2018/12/1, 162, 95, 12, 24, 3, 6
2018/12/2, 163, 113, 15, 26, 4, 8
2018/12/3, 171, 119, 40, 27, 5, 8
2018/12/4, 182, 120, 23, 26, 47, 8
2018/12/5, 181, 148, 2, 51, 5, 14
2018/12/6, 182, 124, 17, 26, 7, 7
2018/12/7, 179, 113, 18, 25, 6, 9
2018/12/8, 174, 119, 19, 26, 7, 9
2018/12/9, 179, 111, 21, 25, 8, 13
2018/12/10, 173, 135, 17, 42, 7, 7
2018/12/11, 192, , , , , 
2018/12/15, 153, 78, 17, 22, 3, 5
2018/12/16, 152, 87, 6, 19, 3, 7
2018/12/17, 164, 56, 7, 10, , 2
2018/12/18, 124, 64, 11, 19, , 5
2018/12/19, 128, 119, 19, 23, 1, 8
2018/12/20, 175, 128, 19, 25, 3, 8
2018/12/21, 199, 120, 17, 23, 3, 6
2018/12/22, 186, 110, 17, 22, 2, 6
2018/12/23, 181, 115, 15, 23, 4, 7
2018/12/24, 178, 122, 16, 27, 7, 8
2018/12/25, 192, 112, 15, 27, 5, 8
2018/12/26, 181, 104, 11, 26, 8, 7
2018/12/27, 174, 99, 12, 23, 7, 5
2018/12/28, 155, 91, 12, 23, 4, 5
2018/12/29, 165, 103, 12, 22, 3, 5
2018/12/30, 175, , , , , 
2018/7/1, 665, 48, 8, 8, 29, 11
2018/7/2, 94, 43, 15, 8, 1, 10
2018/7/3, 99, 42, 12, 12, 1, 17
2018/7/4, 76, 34, 6, 11, 1, 11
2018/7/5, 71, 51, 16, 11, 1, 10
2018/7/6, 97, 56, 20, 10, 1, 10
2018/7/7, 104, 30, 11, 5, 1, 8
2018/7/8, 71, 35, 11, 7, 1, 9
2018/7/9, 68, 40, 3, 6, , 10
2018/7/10, 90, 57, 1, 22, 1, 12
2018/7/11, 111, 33, 12, 5, 1, 9
2018/7/12, 75, 34, 10, 5, 1, 9
2018/7/13, 91, , , , , 
2018/7/16, 42, 22, 13, 5, 1, 9
2018/7/27, 71, , , , , 
2018/7/30, 114, 62, , 13, , 9
2018/7/31, 142, 44, 20, 19, 2, 10
2018/8/1, 91, 39, 33, 9, 4, 10
2018/8/2, 73, 45, 15, 12, 1, 9
2018/8/3, 89, 56, 11, 9, 2, 10
2018/8/4, 118, 57, 12, 6, 1, 10
2018/8/5, 122, 42, 8, 9, 1, 11
2018/8/6, 90, 29, 11, 5, 1, 9
2018/8/7, 72, 34, 11, 6, 1, 9
2018/8/8, 65, 45, 12, 7, 5, 9
2018/8/9, 92, 38, 15, 2, , 9
2018/8/10, 70, 40, 9, 6, , 9
2018/8/11, 92, 39, 13, 5, 1, 8
2018/8/12, 74, 37, 12, 4, 1, 9
2018/8/13, 71, 30, 13, 5, , 9
2018/8/14, 76, , , , , 
2018/8/16, 62, 41, 13, 5, 1, 8
2018/8/17, 91, 56, 16, 11, 1, 13
2018/8/18, 107, 56, 10, 8, , 11
2018/8/19, 115, 21, 9, 5, 2, 9
2018/8/20, 49, 27, 5, 5, 1, 4
2018/8/21, 71, 39, 8, 3, 2, 9
2018/8/22, 78, 49, 4, 13, , 10
2018/8/23, 104, 49, 80, 10, , 9
2018/8/24, 91, , , , , 
2018/8/27, 47, 24, 21, 6, 3, 11
2018/8/28, 59, 41, 35, , 1, 9
2018/8/29, 76, 46, 37, , 1, 10
2018/8/30, 77, 38, 27, 6, 1, 11
2018/8/31, 79, 39, 18, 6, 2, 12
2018/9/1, 99, 34, 10, 6, 12, 8
2018/9/2, 71, 31, 16, 2, 1, 9
2018/9/3, 66, 51, 7, , 1, 13
2018/9/4, 112, 41, 9, , 1, 10
2018/9/5, 100, 20, 8, , 5, 8
2018/9/6, 50, 31, 8, , 5, 3
2018/9/7, 69, 59, 9, , 1, 3
2018/9/8, 109, 45, 7, , 1, 2
2018/9/9, 80, 56, 15, , 10, 6
2018/9/10, 101, 59, 32, , 3, 7
2018/9/11, 112, 59, 38, , 4, 4
2018/9/12, 111, 51, 21, , 1, 4
2018/9/13, 104, 55, 19, , 50, 3
2018/9/14, 115, 47, 13, , 39, 3
2018/9/15, 98, 73, 14, , , 5
2018/9/16, 130, , , , , 
2018/9/18, 125, 66, 27, 6, 4, 2
2018/9/19, 135, 28, 17, 5, 18, 1
2018/9/20, 75, 17, 19, 5, 11, 1
2018/9/21, 41, 33, 15, 5, 10, 1
2018/9/22, 68, 34, 17, 5, 11, 2
2018/9/23, 68, 53, 21, 6, 31, 4
2018/9/24, 103, 74, 27, 6, 7, 6
2018/9/25, 149, 68, 19, 6, 6, 7
2018/9/26, 140, 70, 24, 6, 6, 4
2018/9/27, 150, 64, 6, , 5, 3
2018/9/30, 154, 82, 37, 7, 11, 5
2018/4/5, 74, 64, 35, 20, 6, 9
2018/4/6, 118, 65, 33, 14, 4, 9
2018/4/7, 127, 50, 26, 15, 2, 9
2018/4/8, 94, 49, 15, 12, , 8
2018/4/9, 91, 53, 23, 17, 2, 10
2018/4/10, 99, 65, 17, 19, 14, 11
2018/4/11, 115, 59, 25, 14, 44, 12
2018/4/12, 110, 54, 43, 13, 6, 10
2018/4/13, 114, 63, 43, 12, 4, 11
2018/4/14, 138, 57, 49, 19, 7, 9
2018/4/15, 119, 89, 42, 24, 3, 12
2018/4/16, 171, 84, 34, 18, 4, 9
2018/4/17, 161, 58, 19, 8, 2, 9
2018/4/18, 136, 74, 42, 18, 9, 8
2018/4/19, 132, 67, 39, 12, 1, 10
2018/4/20, 149, 81, 30, 9, 1, 9
2018/4/21, 112, 73, 22, 15, 2, 11
2018/4/22, 146, 80, 42, 15, 4, 9
2018/4/23, 157, 85, 25, 17, 3, 11
2018/4/24, 167, 88, 24, 15, 6, 11
2018/4/25, 164, 74, 22, 10, 1, 8
2018/4/26, 147, 56, 21, 15, 81, 8
2018/4/27, 120, 55, 31, 16, 40, 8
2018/4/28, 121, 60, 23, 8, 5, 9
2018/4/29, 130, 46, 11, 10, 1, 9
2018/4/30, 86, 60, 41, , 93, 6
2018/5/1, 148, 58, 51, 17, 6, 9
2018/5/2, 132, 46, 31, 13, 4, 9
2018/5/3, 108, 59, 37, 16, 2, 11
2018/5/4, 143, 59, 29, 9, 3, 10
2018/5/5, 132, 60, 24, 9, 1, 9
2018/5/6, 132, 69, 48, 15, 2, 13
2018/5/7, 144, 73, 35, 15, 3, 11
2018/5/8, 153, 66, 28, 10, , 11
2018/5/9, 148, 64, 8, 5, , 9
2018/5/10, 145, 63, 19, 16, , 12
2018/5/11, 144, 60, 30, 12, 1, 9
2018/5/12, 140, 55, 19, 11, , 10
2018/5/13, 127, 53, 32, 14, 3, 11
2018/5/14, 102, 57, 31, 9, 4, 9
2018/5/15, 140, 48, 22, 6, 4, 9
2018/5/16, 106, 62, 30, 10, 1, 11
2018/5/17, 121, 69, 34, 9, 14, 11
2018/5/18, 148, 69, 50, 11, 5, 10
2018/5/19, 140, 62, 21, 18, 14, 10
2018/5/20, 178, 75, 38, 14, 1, 11
2018/5/21, 140, 68, 25, 10, , 10
2018/5/22, 127, 55, 25, 6, , 11
2018/5/23, 122, 43, 21, 4, 2, 10
2018/5/24, 93, 40, 23, 6, , 10
2018/5/25, 92, 53, 29, 8, , 9
2018/5/26, 100, 38, 24, 4, , 9
2018/5/27, 85, 48, 20, 5, , 9
2018/5/28, 89, 47, 20, 10, 13, 8
2018/5/29, 106, 63, 15, 13, 8, 8
2018/5/30, 125, 57, 39, 9, 3, 10
2018/5/31, 107, 56, 20, 11, 14, 10
2018/6/1, 109, 44, 18, 10, , 9
2018/6/2, 89, 37, 9, 4, , 9
2018/6/3, 78, 54, 26, 17, 5, 10
2018/6/4, 101, 62, 16, 13, 6, 9
2018/6/5, 129, 55, 25, 8, , 9
2018/6/6, 100, 42, 14, 6, 1, 10
2018/6/7, 81, 52, 13, 11, , 10
2018/6/8, 101, 68, 1, 19, , 14
2018/6/9, 138, , , , , 
2018/6/11, 94, 55, 12, 11, , 10
2018/6/12, 114, 67, 22, 11, 12, 8
2018/6/13, 123, 80, 25, 10, 2, 9
2018/6/14, 146, 95, 28, 18, 1, 7
2018/6/15, 159, 87, 20, 12, , 12
2018/6/16, 153, 75, 33, 13, , 15
2018/6/17, 143, 79, 31, 12, , 14
2018/6/18, 148, 73, 37, 16, 1, 11
2018/6/19, 124, 67, 16, 13, 30, 11
2018/6/20, 113, 40, 16, 9, , 9
2018/6/21, 107, , , , , 
2018/6/25, 130, , , , , 
2018/6/29, 104, 43, 16, 5, 1, 7
2018/6/30, 96, 56, 6, 8, 1, 11
2018/1/21, 160, 98, 27, 20, 8, 14
2018/1/22, 174, 122, 33, 24, 13, 18
2018/1/23, 200, 133, 25, 21, 13, 14
2018/1/24, 216, 97, 26, 18, 7, 14
2018/1/25, 172, 99, 30, 17, 10, 13
2018/1/26, 177, 90, 26, 17, 7, 12
2018/1/27, 165, 107, 30, 21, 10, 15
2018/1/28, 181, 110, 42, 18, 15, 15
2018/1/29, 180, 114, 29, 21, 10, 17
2018/1/30, 180, 131, 46, 22, 14, 15
2018/1/31, 204, 129, 21, 19, 8, 14
2018/2/1, 186, 133, 33, 22, 12, 16
2018/2/2, 194, 147, 23, 25, 14, 19
2018/2/3, 209, 165, 21, 30, 18, 17
2018/2/4, 242, 127, 36, 21, 14, 13
2018/2/5, 188, 106, 27, 20, 10, 11
2018/2/6, 173, 120, 22, 22, 15, 14
2018/2/7, 174, 102, 13, 19, 14, 13
2018/2/8, 164, 111, 18, 29, 19, 14
2018/2/9, 174, 102, 19, 20, 15, 11
2018/2/10, 160, 109, 22, 27, 20, 17
2018/2/11, 176, 146, 22, 21, 11, 12
2018/2/12, 209, 77, 13, 15, 13, 11
2018/2/13, 138, 78, 14, 21, 14, 12
2018/2/14, 151, 80, 17, 30, 13, 10
2018/2/15, 140, 86, 16, 34, 15, 12
2018/2/16, 144, 93, 18, 29, 13, 10
2018/2/17, 145, 117, 21, 44, 15, 15
2018/2/18, 162, 119, 20, 44, 14, 13
2018/2/19, 176, 101, 18, 25, 9, 11
2018/2/20, 161, 108, 20, 37, 14, 11
2018/2/21, 165, 120, 17, 49, 11, 15
2018/2/22, 176, 152, 19, 57, 11, 11
2018/2/23, 198, 118, 19, 35, 6, 11
2018/2/24, 169, 135, 16, 35, 9, 14
2018/2/25, 180, 92, 18, 27, 11, 10
2018/2/26, 144, 93, 21, 33, 12, 12
2018/2/27, 155, 97, 21, 34, 11, 12
2018/2/28, 163, 98, 19, 30, 13, 11
2018/3/1, 163, 96, 17, 28, 12, 12
2018/3/2, 156, 107, 16, 27, 13, 12
2018/3/3, 152, 96, 17, 31, 12, 12
2018/3/4, 153, 116, 12, 36, 13, 12
2018/3/5, 161, 83, 14, 25, 15, 13
2018/3/6, 135, 86, 13, 34, 56, 4
2018/3/7, 113, 113, 17, 44, 9, 11
2018/3/8, 159, 95, 16, 36, 8, 11
2018/3/9, 156, 99, 11, 31, 11, 11
2018/3/10, 155, , , , , 
2018/3/12, 160, 122, 10, 43, 10, 12
2018/3/13, 166, 100, 10, 42, 10, 13
2018/3/14, 153, 129, 9, 43, 9, 14
2018/3/15, 174, 88, 19, 28, 15, 12
2018/3/16, 154, 81, 16, 23, 12, 11
2018/3/17, 138, 100, 14, 36, 13, 12
2018/3/18, 164, 96, 28, 40, 13, 12
2018/3/19, 227, 116, 23, 48, 13, 14
2018/3/20, 239, 103, 27, 28, 17, 9
2018/3/21, 125, 111, 13, 32, 13, 13
2018/3/22, 167, 102, 28, 20, 6, 11
2018/3/23, 162, 91, 21, 19, 7, 11
2018/3/24, 162, 89, 27, 27, 6, 11
2018/3/25, 158, 82, 57, 36, 6, 13
2018/3/26, 136, 110, 52, 34, 10, 11
2018/3/27, 155, 117, 38, 27, 6, 11
2018/3/28, 177, , , , , 
2023/5/21, , 75, 38, 10, 4, 5
2023/4/2, , 70, 23, 18, 4, 7
2023/3/20, , 81, 22, 16, 5, 5
2022/10/23, , 88, 28, 9, 3, 4
2022/7/9, , 24, 4, 24, 3, 3
2022/7/13, , 27, 11, 24, 3, 1
2022/7/22, , 32, 5, 23, 1, 3
2022/2/21, , 84, 49, 6, 4, 7
2021/7/28, , 23, 25, 3, 2, 4
2021/2/14, , 110, 52, 23, 7, 7
2020/8/5, , 27, 8, 3, , 3
2020/9/2, , 31, 52, 5, 8, 4
2020/4/23, , 39, 11, 2, 19, 1
2020/5/21, , 35, 9, 4, 1, 3
2020/6/17, , 42, 6, 1, 1, 2
2019/12/31, , 114, 19, 28, 5, 10
2020/3/26, , 62, 9, 9, 5, 3
2019/7/31, , 32, 1, 13, 2, 2
2018/12/31, , 109, 11, 26, 4, 7
2018/10/15, , 78, 51, 18, 2, 6
2018/10/19, , 84, 11, 19, 3, 14
2018/12/14, , 90, 17, 23, 2, 4
2018/7/15, , 25, 15, 3, 33, 9
2018/7/17, , 38, 10, 7, 1, 9
2018/7/18, , 43, 11, 8, , 10
2018/7/19, , 60, 17, 15, 18, 11
2018/7/20, , 30, 5, 5, , 7
2018/7/21, , 11, 7, 1, , 7
2018/7/22, , 26, 5, 8, 1, 10
2018/7/23, , 27, 9, 7, 1, 9
2018/7/24, , 33, 15, 6, 13, 9
2018/7/25, , 24, 2, 11, 1, 11
2018/7/26, , 22, 5, 8, 4, 10
2018/7/29, , 64, , 9, , 7
2018/8/15, , 23, 6, 6, 1, 9
2018/8/26, , 22, 60, 4, 1, 10
2018/9/17, , 66, 34, 8, 7, 5
2018/9/29, , 83, 37, 8, 25, 5
2018/4/4, , 51, 35, 11, 1, 9
2018/6/10, , 53, 16, 9, 1, 11
2018/6/24, , 53, 6, 12, 1, 7
2018/6/28, , 43, 6, , 1, 4
